state_abb,Provider Name,state,geometry
AR,GOOD SAMARITAN SOCIETY - MOUNTAIN HOME,Arkansas,"c(-92.35198, 36.31491)"
AR,VILLAGE SPRINGS HEALTH AND REHABILITATION,Arkansas,"c(-93.004884, 34.593809)"
AR,SHERIDAN HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-92.415163, 34.310931)"
AR,"THE WATERS OF WOODLAND HILLS, LLC",Arkansas,"c(-92.364423, 34.744045)"
AR,MONTGOMERY COUNTY NURSING HOME,Arkansas,"c(-93.630768, 34.545945)"
AR,LEGACY HEALTH AND REHABILITATION CENTER,Arkansas,"c(-94.375853, 35.411354)"
AR,VAN BUREN HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-94.325915, 35.454548)"
AR,GARDNER NURSING AND REHABILITATION,Arkansas,"c(-91.844565, 33.949903)"
AR,ARBOR OAKS HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-92.823463, 34.34723)"
AR,OAK RIDGE HEALTH AND REHABILITATION,Arkansas,"c(-92.641362, 33.207837)"
AR,ADVANCED HEALTH AND REHAB OF UNION COUNTY,Arkansas,"c(-92.64313, 33.20703)"
AR,ARKANSAS CONVALESCENT CENTER,Arkansas,"c(-92.024056, 34.163006)"
AR,TWIN LAKES THERAPY AND LIVING,Arkansas,"c(-92.611119, 36.283425)"
AR,POCAHONTAS HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-90.995932, 36.288874)"
AR,BEAR CREEK HEALTHCARE LLC,Arkansas,"c(-94.341058, 34.045611)"
AR,SOMERSET SENIOR LIVING AT MCGEHEE,Arkansas,"c(-91.406543, 33.631156)"
AR,"LONOKE HEALTH AND REHAB CENTER, LLC",Arkansas,"c(-91.909268, 34.771714)"
AR,"DARDANELLE NURSING AND REHABILITATION CENTER,INC",Arkansas,"c(-93.154794, 35.205014)"
AR,AUTUMN HILL,Arkansas,"c(-93.552687, 36.359576)"
AR,MANILA HEALTHCARE CENTER,Arkansas,"c(-90.15931, 35.890053)"
AR,PARIS HEALTH AND REHABILITATION CENTER,Arkansas,"c(-93.730119, 35.280984)"
AR,OAK MANOR NURSING AND REHABILITATION CENTER INC,Arkansas,"c(-93.93589, 35.138945)"
AR,"INNISFREE HEALTH AND REHAB, LLC",Arkansas,"c(-94.152405, 36.331709)"
AR,"CRESTPARK STUTTGART, LLC",Arkansas,"c(-91.560024, 34.483162)"
AR,"BEEBE RETIREMENT CENTER, INC.",Arkansas,"c(-91.892674, 35.077745)"
AR,SOUTHERN TRACE REHABILITATION AND CARE CENTER,Arkansas,"c(-92.503833, 34.615714)"
AR,HILLCREST CARE AND REHAB,Arkansas,"c(-93.377618, 33.810155)"
AR,HERITAGE LIVING CENTER,Arkansas,"c(-92.465825, 35.095246)"
AR,THE VILLAGES OF GENERAL BAPTIST HEALTH CARE  EAST,Arkansas,"c(-92.023992, 34.155483)"
AR,MONETTE MANOR LLC,Arkansas,"c(-90.341438, 35.899618)"
AR,ST ANDREWS HEALTHCARE,Arkansas,"c(-92.488422, 35.085426)"
AR,BELLE VIEW ESTATES REHABILITATION AND CARE CENTER,Arkansas,"c(-91.813489, 33.613539)"
AR,BAILEY CREEK HEALTH AND REHAB,Arkansas,"c(-94.026265, 33.463675)"
AR,BRIGHTON RIDGE,Arkansas,"c(-93.741883, 36.381056)"
AR,THE PINES NURSING AND REHABILITATION CENTER,Arkansas,"c(-93.022773, 34.463665)"
AR,LITTLE RIVER NURSING & REHAB,Arkansas,"c(-94.111987, 33.659057)"
AR,CONWAY HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-92.465685, 35.070376)"
AR,CRAWFORD HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-94.337511, 35.436514)"
AR,RIDGECREST HEALTH AND REHABILITATION,Arkansas,"c(-90.62549, 35.864195)"
AR,"THE WATERS OF NEWPORT, LLC",Arkansas,"c(-91.261075, 35.634201)"
AR,HEATHER MANOR NURSING AND REHABILITATION CENTER,Arkansas,"c(-93.592222, 33.646442)"
AR,QUAPAW CARE AND REHABILITATION CENTER LLC,Arkansas,"c(-93.090098, 34.448651)"
AR,ATKINS NURSING AND REHABILITATION CENTER,Arkansas,"c(-92.943537, 35.249232)"
AR,RUSSELLVILLE NURSING AND REHABILITATION CENTER,Arkansas,"c(-93.170899, 35.291515)"
AR,MEADOWVIEW HEALTHCARE AND REHAB,Arkansas,"c(-93.742881, 36.093753)"
AR,"NASHVILLE NURSING AND REHAB, INC",Arkansas,"c(-93.855622, 33.952523)"
AR,NURSING AND REHABILITATION CENTER AT GOOD SHEPHERD,Arkansas,"c(-92.389225, 34.727618)"
AR,"THE WATERS OF FORT SMITH, LLC",Arkansas,"c(-94.427297, 35.334272)"
AR,DIERKS HEALTH & REHAB,Arkansas,"c(-94.019505, 34.114536)"
AR,LONGMEADOW NURSING CENTER - CAMDEN,Arkansas,"c(-92.885101, 33.585439)"
AR,COURTYARD GARDENS HEALTH AND REHABILITATION CENTER,Arkansas,"c(-93.082238, 34.126936)"
AR,CARE MANOR NURSING AND REHAB,Arkansas,"c(-92.399249, 36.340127)"
AR,EAGLECREST NURSING AND REHAB,Arkansas,"c(-91.596159, 36.238518)"
AR,"HIGHLAND COURT, A REHABILITATION AND RESIDENT CARE",Arkansas,"c(-92.660922, 35.908013)"
AR,FIANNA HILLS NURSING AND REHABILITATION CENTER,Arkansas,"c(-94.405288, 35.303899)"
AR,ALLAY HEALTH AND REHAB,Arkansas,"c(NA, NA)"
AR,SOMERSET SENIOR LIVING AT PREMIER,Arkansas,"c(-92.211692, 34.785488)"
AR,THE GREEN HOUSE COTTAGES OF HOMEWOOD,Arkansas,"c(NA, NA)"
AR,"THE WATERS OF CUMBERLAND, LLC",Arkansas,"c(-92.270715, 34.733617)"
AR,PROMENADE HEALTH AND REHABILITATION,Arkansas,"c(-94.177826, 36.325763)"
AR,COVINGTON COURT HEALTH AND REHABILITATION CENTER,Arkansas,"c(-94.392259, 35.340004)"
AR,CHAPEL RIDGE HEALTH AND REHAB,Arkansas,"c(-94.380337, 35.367743)"
AR,DEWITT NURSING HOME,Arkansas,"c(-91.338973, 34.280358)"
AR,HERITAGE SQUARE HEALTHCARE CENTER,Arkansas,"c(-89.891975, 35.933518)"
AR,WINDCREST HEALTH AND REHAB INC,Arkansas,"c(-94.133472, 36.206119)"
AR,MOUNTAIN MEADOWS HEALTH AND REHABILITATION,Arkansas,"c(-91.630228, 35.708146)"
AR,ALMA HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-94.229807, 35.489639)"
AR,"WESTWOOD HEALTH AND REHAB, INC",Arkansas,"c(-94.146973, 36.177063)"
AR,"THE WATERS OF WHITE HALL, LLC",Arkansas,"c(-92.095657, 34.283076)"
AR,"BRADFORD HOUSE NURSING AND REHAB, LLC",Arkansas,"c(-94.193745, 36.34013)"
AR,ROBINSON NURSING AND REHABILITATION CENTER LLC,Arkansas,"c(-92.272115, 34.813952)"
AR,"SHERWOOD NURSING & REHABILITATION CENTER, INC",Arkansas,"c(-92.189164, 34.843071)"
AR,THE GREEN HOUSE COTTAGES OF SOUTHERN HILLS,Arkansas,"c(-92.188665, 33.95499)"
AR,WOODLAND HILLS HEALTHCARE AND REHABILITATION,Arkansas,"c(-92.124182, 34.872378)"
AR,THE VILLAGES OF GENERAL BAPTIST HEALTH CARE WEST,Arkansas,"c(-92.02399, 34.15534)"
AR,ST ELIZABETH'S PLACE,Arkansas,"c(-90.664643, 35.807622)"
AR,GREENBRIER NURSING AND REHABILITATION CENTER,Arkansas,"c(-92.385007, 35.222545)"
AR,WALDRON NURSING CENTER INC,Arkansas,"c(-94.106288, 34.896792)"
AR,WOODBRIAR NURSING HOME,Arkansas,"c(-90.723368, 35.571489)"
AR,"THE WATERS OF NORTH LITTLE ROCK, LLC",Arkansas,"c(-92.289773, 34.779371)"
AR,OZARK NURSING HOME INC,Arkansas,"c(-93.836644, 35.494031)"
AR,"BRIARWOOD NURSING AND REHABILITATION CENTER,INC",Arkansas,"c(-92.363337, 34.748841)"
AR,ENCORE HEALTHCARE AND REHABILITATION OF WEST LITTL,Arkansas,"c(-92.408378, 34.772645)"
AR,SOMERSET SENIOR LIVING AT PINE HILLS,Arkansas,"c(-92.844676, 33.571818)"
AR,SOMERSET SENIOR LIVING AT CROSSETT,Arkansas,"c(-91.947906, 33.111452)"
AR,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,Arkansas,"c(-92.963763, 34.671545)"
AR,SOMERSET SENIOR LIVING AT MOUNT VISTA,Arkansas,"c(-93.12052, 36.24727)"
AR,BENTLEY REHABILITATION AND HEALTH CENTER,Arkansas,"c(-94.030871, 33.457396)"
AR,"WEST MEMPHIS WELLNESS, LLC",Arkansas,"c(-90.201694, 35.146041)"
AR,SOUTHRIDGE VILLAGE NURSING AND REHAB,Arkansas,"c(-91.997992, 35.49248)"
AR,SOMERSET SENIOR LIVING AT HARRISON,Arkansas,"c(-93.121181, 36.248859)"
AR,HEARTLAND REHABILITATION AND CARE CENTER,Arkansas,"c(-92.55144, 34.598917)"
AR,CHAPEL WOODS HEALTH AND REHABILITATION,Arkansas,"c(-92.034829, 33.607913)"
AR,"LAKEWOOD HEALTH AND REHAB, LLC",Arkansas,"c(-92.240514, 34.797914)"
AR,BATESVILLE HEALTHCARE LLC,Arkansas,"c(-91.607537, 35.791288)"
AR,"SILOAM HEALTHCARE, LLC",Arkansas,"c(-94.54913, 36.190018)"
AR,"CABOT HEALTH AND REHAB, LLC",Arkansas,"c(-92.044149, 34.98119)"
AR,THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO,Arkansas,"c(-91.708904, 35.253706)"
AR,ARKANSAS NURSING AND REHABILITATION CENTER,Arkansas,"c(-94.020553, 33.41984)"
AR,"THE WATERS OF ROGERS, LLC",Arkansas,"c(-94.143954, 36.320524)"
AR,HUDSON MEMORIAL NURSING HOME,Arkansas,"c(-92.674105, 33.218523)"
AR,TWIN RIVERS HEALTH AND REHABILITATION,Arkansas,"c(-93.087238, 34.122599)"
AR,TIMBERLANE HEALTH & REHABILITATION,Arkansas,"c(-92.690158, 33.204302)"
AR,ARKANSAS VETERANS HOME AT FAYETTEVILLE,Arkansas,"c(-94.157008, 36.078359)"
AR,OAKDALE NURSING FACILITY,Arkansas,"c(-91.665225, 35.26867)"
AR,"ASHTON PLACE HEALTH AND REHAB, LLC",Arkansas,"c(-94.3145, 35.32769)"
AR,ASHLEY REHABILITATION AND HEALTH CARE CENTER,Arkansas,"c(-94.147776, 36.357025)"
AR,THE LAKES AT MAUMELLE HEALTH AND REHABILITATION,Arkansas,"c(-92.394485, 34.875836)"
AR,GREENE ACRES NURSING HOME,Arkansas,"c(-90.517416, 36.070811)"
AR,"SHILOH NURSING AND REHAB, LLC",Arkansas,"c(NA, NA)"
AR,EDGEWOOD HEALTH AND REHAB,Arkansas,"c(-94.116154, 36.152349)"
AR,"CLA-CLIF NURSING AND REHAB CENTER, INC",Arkansas,"c(-91.197709, 34.903325)"
AR,THE VILLAGE AT VALLEY RANCH,Arkansas,"c(-92.474726, 34.813825)"
AR,BARROW CREEK HEALTH AND REHAB,Arkansas,"c(-92.37266, 34.73108)"
AR,CORNING THERAPY AND LIVING CENTER,Arkansas,"c(-90.586199, 36.41992)"
AR,KATHERINE'S PLACE AT WEDINGTON,Arkansas,"c(-94.223564, 36.071584)"
AR,"JAMESTOWN NURSING AND REHAB, LLC",Arkansas,"c(-94.167558, 36.310253)"
AR,"PRESBYTERIAN VILLAGE, INC",Arkansas,"c(-92.373075, 34.757365)"
AR,"STONEGATE VILLA HEALTH AND REHABILITATION, LLC",Arkansas,"c(-91.939036, 33.139932)"
AR,TRINITY VILLAGE MEDICAL CENTER,Arkansas,"c(-92.028617, 34.164598)"
AR,GOSNELL HEALTH AND REHAB,Arkansas,"c(-89.973822, 35.963208)"
AR,HARRIS HEALTH AND REHAB,Arkansas,"c(-90.017372, 35.702442)"
AR,HILLCREST HOME,Arkansas,"c(-93.103821, 36.241516)"
AR,CAVALIER HEALTHCARE OF ENGLAND,Arkansas,"c(-91.952502, 34.546373)"
AR,RANDOLPH COUNTY NURSING HOME,Arkansas,"c(NA, NA)"
AR,LAKE HAMILTON HEALTH AND REHAB,Arkansas,"c(-93.166804, 34.452945)"
AR,"THE WATERS OF WEST DIXON, LLC",Arkansas,"c(-92.286944, 34.658755)"
AR,GREENHURST NURSING CENTER,Arkansas,"c(-94.013466, 35.29895)"
AR,"CRESTPARK MARIANNA, L L C",Arkansas,"c(-90.778121, 34.774679)"
AR,MIDTOWN POST ACUTE AND REHABILITATION - A WATERS C,Arkansas,"c(-92.338409, 34.752024)"
AR,COMMUNITY COMPASSION CENTER OF YELLVILLE,Arkansas,"c(-92.686173, 36.230713)"
AR,LAWRENCE HALL HEALTH & REHABILITATION,Arkansas,"c(-90.966734, 36.072219)"
AR,"GREYSTONE NURSING AND REHAB, LLC",Arkansas,"c(-92.0732, 35.018964)"
AR,"MITCHELL'S NURSING HOME, INC",Arkansas,"c(-93.397618, 35.052314)"
AR,"HICKORY HEIGHTS HEALTH AND REHAB, LLC",Arkansas,"c(-92.451199, 34.777588)"
AR,PINK BUD HOME FOR THE GOLDEN YEARS,Arkansas,"c(NA, NA)"
AR,EVERGREEN LIVING CENTER AT STAGECOACH,Arkansas,"c(-92.482591, 34.633807)"
AR,COTTAGE LANE HEALTH AND REHAB,Arkansas,"c(-92.373136, 34.758904)"
AR,HAPPY VALLEY NURSING & REHABILITATION,Arkansas,"c(-92.814753, 34.377247)"
AR,"COLONEL GLENN HEALTH AND REHAB, LLC",Arkansas,"c(-92.410304, 34.708313)"
AR,ARKANSAS STATE VETERANS HOME AT NORTH LITTLE ROCK,Arkansas,"c(-92.289742, 34.780813)"
AR,"BELVEDERE NURSING AND REHABILITATION CENTER, LLC",Arkansas,"c(-93.008525, 34.556046)"
AR,AMBERWOOD HEALTH AND REHABILITATION,Arkansas,"c(-92.53468, 34.594581)"
AR,"APPLE CREEK HEALTH AND REHAB, LLC",Arkansas,"c(-94.307839, 36.358887)"
AR,THE GREEN HOUSE COTTAGES OF POPLAR GROVE,Arkansas,"c(-92.361614, 34.740897)"
AR,"SUPERIOR HEALTH & REHAB, LLC",Arkansas,"c(-92.423992, 35.061737)"
AR,QUAIL RUN HEALTH AND REHAB,Arkansas,"c(-90.524181, 35.667154)"
AR,EAST POINT HEALTH AND REHAB,Arkansas,"c(-91.837653, 33.937486)"
AR,SOUTHERN PINES HEALTH AND REHAB,Arkansas,"c(-93.380341, 33.787601)"
AR,HIRAM SHADDOX HEALTH AND REHAB,Arkansas,"c(-92.39696, 36.329391)"
AR,CRAIGHEAD NURSING CENTER,Arkansas,"c(-90.68559, 35.77927)"
AR,ARKANSAS HEALTH CENTER,Arkansas,"c(-92.654948, 34.525117)"
AR,NEWTON COUNTY NURSING HOME,Arkansas,"c(-93.179438, 36.012862)"
AR,BARNES HEALTHCARE,Arkansas,"c(-91.895455, 34.793023)"
AR,LAKESIDE HEALTH AND REHAB,Arkansas,"c(-90.442914, 35.818597)"
AR,WOOD-LAWN HEIGHTS,Arkansas,"c(-91.620626, 35.771365)"
AR,"CHAMBERS NURSING HOME CENTER, INC",Arkansas,"c(-91.735315, 34.78131)"
AR,PIONEER THERAPY AND LIVING,Arkansas,"c(-91.880306, 36.05917)"
AR,ST MICHAEL'S HEALTHCARE,Arkansas,"c(-91.264446, 35.617883)"
AR,"GLENWOOD HEALTH AND REHABILITATION, LLC",Arkansas,"c(-93.540691, 34.332334)"
AR,LAKEWOOD THERAPY AND LIVING CENTER,Arkansas,"c(-93.02924, 34.451381)"
AR,THE MAPLES AT HAR-BER MEADOWS,Arkansas,"c(-94.204518, 36.177661)"
AR,ALCOA PINES HEALTH AND REHABILITATION,Arkansas,"c(-92.547047, 34.576272)"
AR,OUACHITA NURSING AND REHABILITATION CENTER,Arkansas,"c(-92.856177, 33.575447)"
AR,THREE RIVERS HEALTHCARE AND REHABILITATION,Arkansas,"c(NA, NA)"
AR,SPRING CREEK HEALTH & REHAB,Arkansas,"c(-92.010839, 34.980196)"
AR,ENCORE HEALTHCARE AND REHABILITATION,Arkansas,"c(-92.834352, 34.376529)"
AR,RECTOR NURSING AND REHAB,Arkansas,"c(-90.283775, 36.257213)"
AR,"ST JOHNS PLACE OF ARKANSAS, LLC",Arkansas,"c(-92.431118, 33.823702)"
AR,NORTH HILLS LIFE CARE AND REHAB,Arkansas,"c(-94.155228, 36.107851)"
AR,WHITE RIVER HEALTHCARE,Arkansas,"c(-92.127741, 36.13411)"
AR,HIGHLAND HEALTHCARE AND REHABILITATION CENTER,Arkansas,"c(-94.295013, 36.452896)"
AR,METHODIST HEALTH AND REHAB,Arkansas,"c(-94.350061, 35.362905)"
AR,"LEGACY HEIGHTS NURSING AND REHAB, LLC",Arkansas,"c(-93.143659, 35.267825)"
AR,SUMMIT HEALTH & REHAB CENTER,Arkansas,"c(-93.464418, 33.104767)"
AR,WILLOWBEND HEALTHCARE AND REHABILITATION,Arkansas,"c(NA, NA)"
AR,"PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",Arkansas,"c(-94.317827, 35.968084)"
AR,OZARK HEALTH NURSING AND REHAB  CENTER,Arkansas,"c(-92.449913, 35.559375)"
AR,"MURFREESBORO REHAB AND NURSING, INC",Arkansas,"c(-93.690594, 34.070661)"
AZ,THE TERRACES OF PHOENIX,Arizona,"c(-112.047586, 33.546512)"
AZ,SANTA ROSA CARE CENTER,Arizona,"c(-110.886223, 32.242612)"
AZ,DESERT TERRACE HEALTHCARE CENTER,Arizona,"c(-112.030218, 33.47547)"
AZ,FRIENDSHIP VILLAGE OF TEMPE,Arizona,"c(-111.884127, 33.392997)"
AZ,OSBORN HEALTH AND REHABILITATION,Arizona,"c(-111.921884, 33.486736)"
AZ,HERITAGE COURT POST ACUTE OF SCOTTSDALE,Arizona,"c(-111.921776, 33.487336)"
AZ,SANTA RITA NURSING & REHABILITATION CENTER,Arizona,"c(-110.994981, 31.87243)"
AZ,HANDMAKER HOME FOR THE AGING,Arizona,"c(-110.884074, 32.248704)"
AZ,HAVEN OF SCOTTSDALE,Arizona,"c(-111.923896, 33.48566)"
AZ,SUN WEST CHOICE HEALTHCARE & REHAB,Arizona,"c(-112.363115, 33.658882)"
AZ,PLAZA HEALTHCARE,Arizona,"c(-111.900522, 33.463836)"
AZ,APACHE JUNCTION HLTH CENTER,Arizona,"c(-111.566011, 33.393328)"
AZ,MOUNTAIN VIEW MANOR,Arizona,"c(-112.459052, 34.602671)"
AZ,THE REHABILITATION CENTER AT THE PALAZZO,Arizona,"c(-112.099826, 33.528869)"
AZ,LAKE PLEASANT POST ACUTE REHABILITATION CENTER,Arizona,"c(-112.279875, 33.671229)"
AZ,HAVEN OF CAMP VERDE,Arizona,"c(-111.855703, 34.554841)"
AZ,MI CASA NURSING CENTER,Arizona,"c(-111.696235, 33.410648)"
AZ,BANNER BOSWELL REHABILITATION CENTER,Arizona,"c(-112.287357, 33.602538)"
AZ,PAYSON CARE CENTER,Arizona,"c(-111.323154, 34.231411)"
AZ,LIFE CARE CENTER OF NORTH GLENDALE,Arizona,"c(-112.177174, 33.607899)"
AZ,PRESCOTT NURSING AND REHABILITATION CENTER,Arizona,"c(-112.48854, 34.555055)"
AZ,ARCHSTONE CARE CENTER,Arizona,"c(-111.873638, 33.291464)"
AZ,GRANITE CREEK HEALTH & REHABILITATION CENTER,Arizona,"c(-112.474584, 34.561017)"
AZ,CORONADO HEALTHCARE CENTER,Arizona,"c(-112.099674, 33.589817)"
AZ,LIFE CARE CENTER OF YUMA,Arizona,"c(-114.642966, 32.68309)"
AZ,RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,Arizona,"c(-111.336226, 34.238758)"
AZ,MONTECITO POST ACUTE CARE AND REHABILITATION,Arizona,"c(-111.727745, 33.413916)"
AZ,LIFE CARE CENTER OF SIERRA VISTA,Arizona,"c(-110.275027, 31.552077)"
AZ,LIFESTREAM AT COOK HEALTH CARE,Arizona,"c(-112.304715, 33.580016)"
AZ,HAVEN OF SHOW LOW,Arizona,"c(-110.014734, 34.203713)"
AZ,HAVEN OF SAGUARO VALLEY,Arizona,"c(-110.851307, 32.2257)"
AZ,RIDGECREST HEALTHCARE,Arizona,"c(-112.000471, 33.638428)"
AZ,NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,Arizona,"c(-112.069547, 33.569684)"
AZ,CAMELBACK POST ACUTE AND REHABILITATION,Arizona,"c(-112.051897, 33.505108)"
AZ,PUEBLO NORTE SENIOR LIVING COMMUNITY,Arizona,"c(-111.928414, 33.586667)"
AZ,HAVEN OF FLAGSTAFF,Arizona,"c(-111.665254, 35.184219)"
AZ,BELLA VITA HEALTH AND REHABILITATION CENTER,Arizona,"c(-112.183946, 33.51243)"
AZ,HAVEN OF COTTONWOOD,Arizona,"c(-112.027345, 34.737926)"
AZ,HAVEN OF SEDONA,Arizona,"c(-111.752775, 34.779797)"
AZ,DESERT COVE NURSING CENTER,Arizona,"c(-111.872797, 33.298693)"
AZ,"HAVEN OF SANDPOINTE, LLC",Arizona,"c(-114.633255, 32.686939)"
AZ,THE LEGACY REHAB & CARE CENTER,Arizona,"c(-114.551518, 35.109353)"
AZ,"SAPPHIRE OF TUCSON NURSING AND REHAB, LLC",Arizona,"c(-110.929654, 32.172685)"
AZ,HAVASU NURSING CENTER,Arizona,"c(-114.264775, 34.454679)"
AZ,"HAVEN OF SIERRA VISTA, LLC",Arizona,"c(-110.278574, 31.547885)"
AZ,CITADEL POST ACUTE,Arizona,"c(-111.720684, 33.408373)"
AZ,SHEA POST ACUTE REHABILITATION CENTER,Arizona,"c(-111.882762, 33.586564)"
AZ,TEMPE POST ACUTE,Arizona,"c(-111.92861, 33.366873)"
AZ,HAVEN OF PHOENIX,Arizona,"c(-112.102152, 33.497038)"
AZ,PARK AVENUE HEALTH AND REHABILITATION CENTER,Arizona,"c(-110.95683, 32.246033)"
AZ,MARAVILLA CARE CENTER,Arizona,"c(-112.065986, 33.366034)"
AZ,BEATITUDES CAMPUS,Arizona,"c(-112.095684, 33.538584)"
AZ,HAVEN OF DOUGLAS,Arizona,"c(-109.532286, 31.348803)"
AZ,RIO VISTA POST ACUTE AND REHABILITATION,Arizona,"c(-112.282712, 33.56569)"
AZ,LA CANADA CARE CENTER,Arizona,"c(-110.99562, 32.350849)"
AZ,CATALINA POST ACUTE AND REHABILITATION,Arizona,"c(-110.946879, 32.254717)"
AZ,ALLEGIANT HEALTHCARE OF MESA,Arizona,"c(-111.763378, 33.408202)"
AZ,MESA CHRISTIAN HEALTH AND REHABILITATION CENTER,Arizona,"c(-111.837501, 33.435217)"
AZ,HAVEN OF YUMA,Arizona,"c(-114.615987, 32.683163)"
AZ,THE FORUM AT DESERT HARBOR,Arizona,"c(-112.249094, 33.614582)"
AZ,SUNCREST HEALTHCARE CENTER,Arizona,"c(-112.033525, 33.393072)"
AZ,SPRINGDALE VILLAGE HEALTHCARE,Arizona,"c(-111.674006, 33.407917)"
AZ,GOOD SAMARITAN SOCIETY-QUIBURI MISSION,Arizona,"c(-110.286406, 31.955927)"
AZ,CARING HOUSE,Arizona,"c(-111.836866, 33.24772)"
AZ,SCOTTSDALE VILLAGE SQUARE,Arizona,"c(-111.934768, 33.477565)"
AZ,SUN CITY HEALTH AND REHABILITATION CENTER,Arizona,"c(-112.280455, 33.652601)"
AZ,SIERRA WINDS,Arizona,"c(-112.2485, 33.641308)"
AZ,MOUNTAIN VIEW CARE CENTER,Arizona,"c(-110.993317, 32.351703)"
AZ,HAVEN OF GLOBE,Arizona,"c(-110.775609, 33.394225)"
AZ,ARIZONA STATE VETERAN HOME-PHX,Arizona,"c(-112.06929, 33.49614)"
AZ,HAVEN OF LAKE HAVASU,Arizona,"c(-114.294847, 34.452626)"
AZ,SOUTH MOUNTAIN POST ACUTE,Arizona,"c(-112.068267, 33.374581)"
AZ,CHINLE NURSING HOME,Arizona,"c(NA, NA)"
AZ,LIFESTREAM AT SUN RIDGE,Arizona,"c(-112.323944, 33.6386)"
AZ,GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY,Arizona,"c(-112.326617, 34.591787)"
AZ,SUNVIEW RESPIRATORY AND REHABILITATION,Arizona,"c(-112.30259, 33.595801)"
AZ,MARYLAND GARDENS CARE CENTER,Arizona,"c(-112.075355, 33.531058)"
AZ,THE GARDENS REHAB & CARE CENTER,Arizona,"c(-114.040067, 35.214486)"
AZ,IMMANUEL CAMPUS OF CARE,Arizona,"c(-112.272547, 33.585642)"
AZ,NORTH CHANDLER PLACE -  A CONTINUUM OF CARE COMMUN,Arizona,"c(-111.89305, 33.34456)"
AZ,BROOKDALE SANTA CATALINA,Arizona,"c(-110.935914, 32.342795)"
AZ,WINSLOW CAMPUS OF CARE,Arizona,"c(-110.70384, 35.03728)"
AZ,PALM VALLEY REHAB & CARE CTR,Arizona,"c(-112.351655, 33.464261)"
AZ,FREEDOM PLAZA CARE CENTER,Arizona,"c(-112.257628, 33.608627)"
AZ,CHANDLER POST ACUTE AND REHABILITATION,Arizona,"c(-111.877938, 33.297194)"
AZ,THE GARDENS OF SCOTTSDALE,Arizona,"c(-111.950866, 33.480115)"
AZ,FOUNTAIN VIEW VILLAGE,Arizona,"c(-111.725983, 33.608449)"
AZ,THE LINGENFELTER CENTER,Arizona,"c(-114.040839, 35.214936)"
AZ,ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,Arizona,"c(NA, NA)"
AZ,SUN HEALTH LA LOMA CARE CENTER,Arizona,"c(-112.36425, 33.510626)"
AZ,SUN HEALTH GRANDVIEW CARE CENTER,Arizona,"c(-112.373819, 33.662289)"
AZ,ADVANCED HEALTHCARE OF MESA,Arizona,"c(-111.707295, 33.415513)"
AZ,ADVANCE HEALTH CARE OF SCOTTSDALE,Arizona,"c(-111.876096, 33.576007)"
AZ,LA ESTANCIA NURSING AND REHABILITATION CENTER,Arizona,"c(-111.993017, 33.303312)"
AZ,"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",Arizona,"c(-111.917916, 33.669089)"
AZ,SPLENDIDO AT RANCHO VISTOSO,Arizona,"c(-110.974943, 32.450665)"
AZ,NEURORESTORATIVE,Arizona,"c(-111.966609, 33.480036)"
AZ,ADVANCED HEALTH CARE OF GLENDALE,Arizona,"c(-112.194919, 33.63692)"
AZ,OASIS PAVILION NURSING & REHABILITATION CENTER,Arizona,"c(-111.753174, 32.92343)"
AZ,HAVEN OF LAKESIDE,Arizona,"c(-110.004772, 34.17024)"
AZ,DESERT HAVEN CARE CENTER,Arizona,"c(-112.024164, 33.480363)"
AZ,FOOTHILLS REHABILITATION CENTER,Arizona,"c(-110.875286, 32.249117)"
AZ,PUEBLO SPRINGS REHABILITATION CENTER,Arizona,"c(-110.874625, 32.241629)"
AZ,CASAS ADOBES POST ACUTE REHAB CENTER,Arizona,"c(-111.007223, 32.321988)"
AZ,MISSION PALMS POST ACUTE,Arizona,"c(-111.692187, 33.410439)"
AZ,PHOENIX MOUNTAIN POST ACUTE,Arizona,"c(-111.977981, 33.606782)"
AZ,WELLSPRINGS THERAPY CENTER OF GILBERT,Arizona,"c(-111.748036, 33.290731)"
AZ,SANTE OF NORTH SCOTTSDALE,Arizona,"c(-111.882243, 33.644313)"
AZ,HAVASU REGIONAL MEDICAL CENTER,Arizona,"c(-114.33832, 34.479129)"
AZ,COPPER HEALTH ORO VALLEY,Arizona,"c(-110.955936, 32.465274)"
AZ,"CENTER AT ARROWHEAD, LLC",Arizona,"c(-112.213882, 33.640728)"
AZ,"ALLEGIANT HEALTHCARE OF PHOENIX, LLC",Arizona,"c(-112.04179, 33.451436)"
